SMILES	tc
CC(C=C)CCC	524
CCCCC(=C)C	542
C#CCCC(C)C	556
CCC(=CC)CC	554
C=CCCC(C)C	529
CC(CC)CC=C	528
CCCC1CCC1	569
CCCC=C(C)C	537
CCCC(=CC)C	539
CCC1CCCC1	569
CCC#CC(C)C	561
CC#CCC(C)C	592
CCC(C#C)CC	561
CCC(C#CC)C	568
CCC(C=C)CC	524
CC(CC)CC#C	559
CCC(C(C)C)C	537
CCCC(C)(C)C	520
C=CC1CCCC1	579
C#CC1CCCC1	582
CCCC(=C)CC	538
CCC[C@H](CC)C	535
CCC(CC)(C)C	536
CC(CC(C)C)C	520
C=CCC/C=C/C	541
C1CC=CC=CC1	594
C=CCC/C=C\C	541
C1CC2CC1CC2	586
CC(C(C)(C)C)C	531
C/C=C/CC(C)C	530
CC/C=C(\CC)/C	545
CC(CC(=C)C)C	527
C/C=C\C(CC)C	527
C/C=C/C(CC)C	529
CCC(=C(C)C)C	547
CC1CCCC=C1	589
CC1=CCCCC1	585
C=CCC(=CC)C	540
CC#CC(C)(C)C	553
C=C1CCCCC1	578
CCC(C#C)(C)C	547
C=CCC(C=C)C	522
CCC1=CCCC1	580
CCC1CCC=C1	579
CCC(=C)CC=C	536
CCC=CC(=C)C	532
CC=CC=C(C)C	561
CC(C=C(C)C)C	521
C=CC(C(C)C)C	528
CC(=CCC)C=C	552
C=CCCC(=C)C	535
CC=C(C(C)C)C	534
CC/C=C\C(C)C	527
C=CCC(C)(C)C	516
CCC/C(=C\C)/C	545
CC/C=C/C(C)C	527
CCC(C(=C)C)C	534
CC=C1CCCC1	585
CC1CCC=CC1	576
C#CCC(C)(C)C	540
CCC(=CC)C=C	549
CCC1CC=CC1	565
C=CCC=C(C)C	540
CC(=CCC)C#C	546
CCC/C(=C/C)/C	544
CC/C=C(/CC)\C	541
CCC(C=C)(C)C	528
CC=CC(C)(C)C	527
C/C=C\CC(C)C	532
C1CC(C1)C1CC1	581
CC#CC(=CC)C	554
C1=CC=CC=CC1	595
CC/C=C/C=C/C	562
CCC1(CC)CC1	546
C#CC1=CCCC1	620
CC(C1CCC1)C	554
CC[C@@H](C(C)C)C	540
C1CC=CC1C#C	575
C1CC2CC1C=C2	589
C=CC1=CCCC1	599
CC[C@H](C(C)C)C	537
CC1(C)CCCC1	557
CC1CCCC1C	562
CCC(C1CC1)C	542
CC(=C)C(C)(C)C	533
CC1CCC(C1)C	551
CC1CCC(=C1)C	565
C#CC1(CC1)C#C	585
C/C=C/C=C\C=C	556
C/C=C\C=C/C=C	556
C/C=C/C=C/C=C	585
C/C=C\C=C\C=C	556
CC1C=CC(C1)C	537
CC1(C)CCC=C1	535
CC1CC=C(C1)C	552
CC1=CCCC1C	559
CC(=C)C1CCC1	577
C[C@@H]1CCC=CC1	575
C/C=C\C(=C)CC	547
C/C=C(/C(C)C)\C	542
CC[C@@H]1C[C@@H]1CC	554
CC1=C(C)CCC1	589
CCC(=C)C1CC1	562
CC1CC=CC=C1	573
C=C1CCCC=C1	595
CC(=CC(=C)C)C	542
C#CC(C#C)(C)C	570
C[C@@H]1CCCC=C1	575
C=CC(=C(C)C)C	560
C[C@H]1C=CC[C@H]1C	561
CC=C(C1CC1)C	579
CC1=CC=CCC1	569
CC1=CCCC=C1	586
CC1=CCC=CC1	596
CCC1=CCC=C1	571
C/C=C\C(C)(C)C	533
C/C=C(\C(C)C)/C	545
C/C=C/C(C)(C)C	528
C=CC#CC(=C)C	581
CC(=CC=C)CC	565
C=C1CCC=CC1	577
C[C@@H]1CCC[C@@H]1C	566
C[C@@H]1CC[C@@H](C1)C	552
C/C(=C\C=C)/CC	547
C1CC1CC1CC1	571
C[C@@H]1C=C[C@@H](C1)C	553
CCC(=C)C(C)C	539
CC[C@@H]1C[C@H]1CC	543
C=C1CCCC1=C	570
C1=CC2CC1C=C2	566
CCCC1CC1C	565
C=C/C=C(/C=C)\C	570
C[C@H]1C=C[C@@H](C1)C	553
CC1(CC1)C1CC1	567
C[C@@H]1CC[C@H](C1)C	551
C/C=C/C(=C/C)/C	567
C[C@@H]1CCC[C@H]1C	555
CC1C=CCC1C	561
CC[C@@H]1C[C@@H](C1)C	550
CC1(C)CC1(C)C	536
C/C=C(/C(=C)C)\C	565
C/C=C(\C(=C)C)/C	545
C=CC(=C)C(C)C	530
CCC1CC1(C)C	532
CCC(=C)C(=C)C	615
C[C@@H]1CC=CC=C1	585
CC[C@@H]1C[C@H](C1)C	545
C=C1CCCC1C	556
CC1CCC(=C)C1	556
CC(C1(C)CC1)C	541
CC(C1CC1C)C	536
CCC[C@H]1C[C@H]1C	558
CCC[C@@H]1C[C@H]1C	547
CCC1[C@@H]([C@H]1C)C	540
CCC1[C@H]([C@H]1C)C	561
CCCCCCCC	570
CCCCCC=CC	573
CCCCC=CCC	569
CCCCCC#CC	628
CCCCCCC=C	567
CCCCC#CCC	646
CCCC#CCCC	643
CCCCCCC#C	591
CCCC=CCCC	568
C1CCCC=CCC1	602
C1CCCCCCC1	647
CCCC(CC)CC	565
C#CCCCCC#C	630
CC#CCCC#CC	694
CC=CCCC=CC	577
C=CCCCCC=C	567
C=Cc1ccccc1	635
CCC/C=C\CCC	570
CCC/C=C/CCC	566
CCCC/C=C\CC	570
C#Cc1ccccc1	652
CCC=CC=CCC	586
CCCCC#CC=C	593
CCCCC/C=C\C	574
CCCCC/C=C/C	570
CCCC/C=C/CC	571
CCCC(CCC)C	562
CCCCC(CC)C	564
CCCCCC(C)C	560
C1CCCC=CCC1	641
CCCC(C=C)CC	553
CCCCC1CCC1	593
CCC1CCCCC1	607
CCC=C(CC)CC	584
C1CCCC=CCC1	641
CC=CC=CC=CC	586
C=CCCC=CC=C	574
CCCC(C=CC)C	557
CCCCC=C(C)C	569
CCCCCC1CC1	583
C=CCCCC(C)C	556
CCCCCC(=C)C	568
CC(C=C)CCCC	553
CCC=CCC(C)C	555
CC(CCC(C)C)C	550
CCCCC(C)(C)C	550
C1CC2C(C1)CCC2	635
CC(CC)CCC=C	556
CCCC(CC=C)C	556
CCC(CC(C)C)C	553
CC=CCCC(C)C	563
CCCC=CC(C)C	567
C=CC1CCCCC1	606
C#CC1CCCCC1	615
CCC(C(CC)C)C	569
CC1CCCCCC1	617
CCCC1CCCC1	598
CCCCC(=CC)C	571
CC=CCC(CC)C	557
CCCC(=CCC)C	571
CCCC(C(C)C)C	563
CCCC(CC)(C)C	562
CCC1CCC=CC1	610
C1CC=CCCC=C1	648
CCC/C=C/CC=C	568
C1CCC=CC=CC1	638
C1CC2CCC1CC2	642
CCCCC(=C)CC	565
C=C/C=C/C=C/C=C	597
CCCC(=C)CCC	563
CCCC[C@H](CC)C	561
C1CC2CCC(C1)C2	640
CCC#CC(C)(C)C	568
CCC(C=C(C)C)C	553
CCCC(=C(C)C)C	571
CCCC(C(=C)C)C	563
C=CCCC(C)(C)C	542
CCC/C(=C\C)/CC	571
CCC1=CCCCC1	612
CC=C1CCCCC1	618
CC=C(CC(C)C)C	559
CCC=CC(C)(C)C	558
CCC(C(=CC)C)C	569
CC(CCC(=C)C)C	560
C=CC(CC(C)C)C	552
CCC(CC=C)(C)C	548
CC=CC(C(C)C)C	556
CC(CC=C(C)C)C	562
C=CCC(=CC)CC	574
CCC1CCCC=C1	616
CCC(C(C=C)C)C	558
CCC(CC(=C)C)C	562
CC(C=CC(C)C)C	536
CC=CC(CC)(C)C	563
CCCC(C=C)(C)C	544
CCC=C(C(C)C)C	568
C=CCC(C(C)C)C	558
C1CC2C(C1)CCC2	620
C=CC=CC#CC=C	612
C1=CCC=CC=CC1	612
CC(C(C)C)C(C)C	566
C1CC=CC=CC=C1	620
CCC/C=C/C=C/C	588
CCC(C(C)C)(C)C	574
CCC(C(C)(C)C)C	563
CC=CC=CC(C)C	573
CC(C=C)C=CCC	549
C=CCCC=C(C)C	569
CCC(C(C)C)CC	567
CC/C=C\C(CC)C	569
CC1CCC(CC1)C	588
CCC=C(C=CC)C	593
CC1=CCCCCC1	617
C=C1CCCCCC1	618
CCC=CC=C(C)C	593
CCCC1=CCCC1	605
CC=CC=C(CC)C	594
CCC(=C)C(=C)CC	573
CCCC1CCC=C1	595
C=CC1CCC=CC1	621
CC/C=C/CC(C)C	560
CC1CCCCC1C	600
CC1CCCC(C1)C	589
C/C=C\CCC(C)C	567
CC[C@@H](CC(C)C)C	556
C=CCC(CC=C)C	555
C1CC2CCC1C=C2	639
CC=CCC(C=C)C	557
CCCC=CC(=C)C	581
CCC/C=C/C(C)C	558
C=CC1CCCC=C1	622
C=CC1=CCCCC1	639
CCC(CC)(CC)C	577
CC1(C)CCCCC1	598
C[C@@H](CC)CCC=C	557
CCC(C1CCC1)C	587
C=C[C@H]1CC[C@@H]1C=C	578
C1CC2C(C1)CCC2	620
CC[C@H]([C@@H](CC)C)C	568
CC(=CC(C)(C)C)C	558
CC=C(C(C)(C)C)C	571
CC(C(C)(C)C)(C)C	565
CCCC(C1CC1)C	565
CC(C(C(=C)C)C)C	564
CC(C(=C(C)C)C)C	568
C=CC(C(C)C)(C)C	569
C=CC(C(C)(C)C)C	556
CC(=C)CC(C)(C)C	552
CC(C1CCCC1)C	605
CCC(C(=C)C)(C)C	574
C=CCC(C=C)(C)C	544
CC(=CC=C(C)C)C	592
CC(=CCC(=C)C)C	565
CC1CC=CC(C1)C	594
CC1(C)CCCC=C1	597
CC=C(C=C(C)C)C	564
C1=CC=CC=CC=C1	650
CCC(=C(C)C)CC	568
CC/C=C/C(C)(C)C	557
CC/C(=C(/CC)\C)/C	564
CC/C(=C\C(C)C)/C	551
C/C=C\C(C(C)C)C	555
CCC(C(C)C)C=C	556
C/C=C\C(CC)(C)C	563
CCC(=CC)C(C)C	567
C=CC=CC(=CC)C	584
CCC1=CC=CCC1	590
CCC1=CCC=CC1	605
CCC1=CCCC=C1	615
CC[C@H]([C@H](CC)C)C	568
CC1=C(C)CCCC1	616
CC1CCC=C(C1)C	599
CC(=C)CCC(=C)C	562
CCC(C#C)(CC)C	587
CC1=CCCCC1C	609
C=CC(C(C=C)C)C	544
C/C=C/CC(C)(C)C	555
CC/C(=C(\CC)/C)/C	582
CC/C(=C/C(C)C)/C	549
CCC(/C(=C\C)/C)C	570
CC=C(C(=CC)C)C	562
C[C@@H]1CC=CC[C@@H]1C	603
CC1CCCC(=C1)C	604
C=CC=CC(C)(C)C	565
CC1(C)CCC=CC1	589
CC1C=CCCC1C	593
CC1CCC(=CC1)C	598
CC(/C=C/C(C)C)C	534
CC(/C=C\C(C)C)C	527
CCC(C(=C)C)CC	565
CC/C=C\C(C)(C)C	564
C/C=C\CC(C)(C)C	559
C/C=C/C(CC)(C)C	564
C1CC=CCCC=C1	645
CC1C(C)CCC1C	587
C[C@@H]1CCCC[C@@H]1C	606
CC1CC(C(C1)C)C	579
C1CC=CCCC=C1	647
C1CCC=CC=CC1	626
C[C@@H]1CC[C@@H](CC1)C	603
CC1CCCC1(C)C	579
CC1CCC(C1)(C)C	564
C1CCC=CC=CC1	629
C[C@@H]1CCC[C@@H](C1)C	588
C1CC=CCC=CC1	638
C=CCC1CCCC1	600
C=C1CCCCC1=C	630
CCCC(=C)C1CC1	579
CCC(=CC)C1CC1	579
C=CCC(/C=C/C)C	556
CCC1(C)CCCC1	595
CCC1CCC(C1)C	586
CCCCC1CC1C	576
CCCC1CC1CC	594
C=C1CCC(=C)CC1	596
CCCC1=CC=CC1	605
CCC=C(C1CC1)C	600
CC#CC1CCCC1	619
CCC(=C)CC(C)C	561
C#CCC1CCCC1	634
CCC(=C)C(CC)C	569
CCCC(=C)C(C)C	556
CCC1CCCC1C	581
C1=CC2CC(C1)C=C2	645
C[C@@H]1CC[C@H](CC1)C	588
CC1C2CCC1CC2	608
CC1CC2CC1CC2	599
C[C@@H]1CCCC[C@H]1C	596
C[C@@H]1CCC[C@H](C1)C	589
C=C/C=C/C=C/C=C	597
CC(=C)C=CC(=C)C	582
C=C/C=C\C=C/C=C	597
CC12CCC(C2)CC1	598
CC1CC(=C(C1)C)C	585
CC1=CCCC1(C)C	572
CC(C1=CCCC1)C	595
CC1=CCC(C1)(C)C	561
CC1CCC(=C1C)C	589
CC1C=CC(C1)(C)C	549
CC(C1CCC=C1)C	595
CC(=C1CCCC1)C	615
C/C=C(\C(C)(C)C)/C	571
CC1CC=C(C1C)C	575
CC1(C)C=CCC=C1	592
CCC1=C(C)CCC1	616
CC1CC=CC(=C1)C	607
CC1=CC(=CCC1)C	610
CC1=CCCC=C1C	610
CC1C=CC=CC1C	604
CC1C=CC=CC=C1	610
C[C@@H]1CCC[C@H](C1)C	595
CC/C(=C/C)/C(C)C	570
CC/C(=C\C)/C(C)C	567
CC1=CCC=CC=C1	626
C=C/C=C/C(C)(C)C	565
CCC(=C)C(=CC)C	594
CC1CC=C(C=C1)C	607
CC1=CC=C(CC1)C	618
CCC(=C)C=C(C)C	559
CC1=CC=CC=CC1	626
C/C=C\1/CCCC=C1	615
CC1(C)CC=CC=C1	602
CC1C=CC=C(C1)C	607
CCC(C=C)(C=C)C	542
C/C=C/1\CCCC=C1	615
CC1=CC=CCC=C1	626
CC1=CC2CC1CC2	608
C=C1C2CCC1CC2	638
CC(C1CC1)C(C)C	575
CC1CC2CC1C=C2	629
CC[C@@H]1CCC[C@@H]1C	599
CCC1(CC)CC1C	561
CCC[C@@H]1C[C@@H](C1)C	579
CCC(=C)C(C)(C)C	583
CCCC1CC1(C)C	561
C=CC(C=C)(C=C)C	539
CC(C(=C)C(C)C)C	572
CC1CCCC(=C)C1	597
CC1CCC(=C)CC1	596
CC=C1CCCC1C	591
CC1CCCCC1=C	599
CC=CC1=CCCC1	629
CC(=C)/C=C/C(=C)C	585
C/C=C(/C(=C/C)/C)\C	591
C/C=C(\C(=C\C)\C)/C	561
CCC[C@@H]1C[C@H](C1)C	576
CC[C@@H]1CCC[C@H]1C	589
C/C=C/C=C/C=C/C	613
C/C=C(\C(=C/C)\C)/C	545
C=C1CC2CC1CC2	587
C=C1C=CC=CC=C1	650
CC1=C(C)CC=C1C	620
CC1[C@@H](C)CC[C@@H]1C	577
CC1C[C@H]([C@@H](C1)C)C	565
C[C@@H]1[C@@H](C)CC[C@H]1C	567
C[C@@H]1CCC(=C1C)C	596
CC(C(=C)C1CC1)C	582
C[C@@H]1[C@H](C)CC[C@@H]1C	585
CCC1(C)CC1(C)C	553
C=C1CCCC=C1C	614
CC[C@@H]1CC[C@H](C1)C	586
CC(C(=C)C(=C)C)C	554
CCC(=C)/C(=C/C)/C	553
CCC1=CCC(=C1)C	602
CC[C@H]1CC[C@H](C1)C	587
C=C(C1CC1)C1CC1	583
C=CC(=C)C(C)(C)C	545
CC1=CC(=C)CCC1	615
C[C@@H]1C[C@@H](C(=C1)C)C	573
C[C@@H]1C[C@H](C(=C1)C)C	571
CC(CC1CC1C)C	554
C[C@@H]1C[C@H]2C[C@@H]1CC2	599
C[C@H]1C[C@H]2C[C@@H]1CC2	599
CC(=C1C=CC=C1)C	635
CCCC=C(CC)C	574
CC(C1CC1(C)C)C	545
CC1CC=C(C1=C)C	591
C[C@@H]1C[C@@H]([C@@H](C1)C)C	577
C[C@@H]1C[C@H]([C@H](C1)C)C	577
CCCCCCCCC	595
CCCC1CCCCC1	631
c1ccc2c(c1)C=CC2	693
CCCCCCC#CC	630
CCCCCCCC=C	594
CCCCCC#CCC	623
CCCCC#CCCC	620
CCCCCCCC#C	614
C1CCCCCCCC1	681
C1CCCC=CCCC1	677
C1CCCC#CCCC1	685
CCCc1ccccc1	638
CCCC/C=C\CCC	596
CCCC/C=C/CCC	596
CC#CCCCC#CC	733
CCCC(CCC)CC	595
CCCCC/C=C\CC	596
CCCCCC/C=C\C	600
CCCCC/C=C/CC	597
CCCCCC/C=C/C	599
CCCCC=CCC=C	594
CCCCC(CC)CC	602
C#CCCCCCC#C	655
C=CCCCCCC=C	590
CCCCC=CC=CC	602
CCCCCC(CC)C	593
CCCCC(CCC)C	575
CCCCCCC(C)C	583
CCC1CC2CC1C=C2	623
C1CCC2(C1)CCCC2	652
C1CCCC=CCCC1	640
C1CCCC=CCCC1	671
CCCCC=CC(C)C	582
CCCCCC(C=C)C	583
CC=CCCCC(C)C	589
CC1CCCCCCC1	651
CCCC=CCC(C)C	589
CCCCCCC(=C)C	592
CCCCC(C=CC)C	582
CCCCC1CCCC1	625
CCCCCC1CCC1	609
CCCCCC=C(C)C	591
C=CCCCCC(C)C	584
CCCC=C(CCC)C	582
CCC#CCCC(C)C	616
CCCCC#CC(C)C	608
CCCC=C(CC)CC	602
CCCCCC(=CC)C	591
CCC1CCCCCC1	649
C1CC1c1ccccc1	674
CCC(CC)(CC)CC	609
CCCCC(CC)(C)C	588
CCCC[C@@H](CCC)C	583
CCC(CC(CC)C)C	581
CCCCC(=C)CCC	587
CCCC[C@H](CCC)C	590
C1CCC2C(C1)CCC2	656
CC(CCCC(C)C)C	579
CCCCCC(C)(C)C	577
CCCCC(C(C)C)C	588
CCCC(=CC)CCC	585
CCC(CCC(C)C)C	581
CCCC(C(CC)C)C	588
CCCC(CC(C)C)C	577
CCCC(CCC)(C)C	584
CCCCC[C@H](CC)C	587
CC(c1ccccc1)C	631
C1CC2CCC(C1)CC2	671
C1CC2CCCC(C1)C2	675
C1Cc2c(C1)cccc2	685
CCCC(C(C)(C)C)C	585
CCC(C(CC)(C)C)C	597
CC(CC(C(C)C)C)C	580
CCC(CC(C)(C)C)C	580
CCC(CC(C)C)(C)C	598
CCCC(C(C)C)(C)C	590
CC(CCC(C)(C)C)C	570
CCC(C(C(C)C)C)C	596
C=CCCCC(C)(C)C	567
Cc1c(C)cccc1C	664
C=CCC(CC=C)CC	582
CCCCC(=C(C)C)C	600
CC(CC=CC(C)C)C	573
CCCCC1CCC=C1	628
C=C1CCCCCCC1	642
C=CCCCC=C(C)C	594
C1CCC(CC1)C1CC1	647
CC/C=C/CCC(C)C	584
CCC=C(CC(C)C)C	580
CCCC=CC(=CC)C	604
CC(CCC=C(C)C)C	575
CC(C1CCCC1)(C)C	626
CCCCCC(=C)C=C	601
CC(CCCC(=C)C)C	594
CC=CC(C(CC)C)C	586
CC=CC(CC(C)C)C	573
CCCC(CC)(CC)C	596
CCC(C(CC)C)CC	588
CCC(CC(C)C)CC	578
CCCC(C(C)C)CC	584
CC=CC=CCC(C)C	609
CCCCC1=CCCC1	629
CC(CC#CC(C)C)C	597
C/C=C\CCC/C=C\C	605
C/C=C/CCC/C=C/C	604
CCCCC(=C)CC=C	583
CC1(C)C(C1(C)C)(C)C	595
CC(C(C=C)C)CCC	572
C=CCC(CC(C)C)C	567
CCCC(CC=C)(C)C	570
CCC(=CCC(C)C)C	580
Cc1cc(C)cc(c1)C	637
Cc1ccc(c(c1)C)C	649
CC=CCC(C=CC)C	584
CCCC1CCCC=C1	644
CCCCC(C=C)(C)C	583
CCC#CC(CC)(C)C	604
CCCC1=CCCCC1	624
C=CC(CCC(C)C)C	570
CC(=C)c1ccccc1	660
CC=Cc1ccccc1	675
CCc1ccc(cc1)C	640
CC#Cc1ccccc1	700
C=CCc1ccccc1	652
C#CCc1ccccc1	658
C1CC2CCC=C(C1)C2	684
C1CC[C@H]2[C@@H](C1)CCC2	662
CCc1ccccc1C	646
CCc1cccc(c1)C	638
C1CC2CCC(C1)C=C2	668
C1CC2CC=CC(C1)C2	681
CCC1(CC)CCCC1	625
CCC1CCC(C1)CC	616
C1=CCC2CC(C1)CC2	672
C=CCC(C(C)(C)C)C	595
CCCCC(C1CC1)C	599
CC=CC(C(C)(C)C)C	581
CC=C(CC(C)(C)C)C	626
CC(CC(=C(C)C)C)C	581
CCC(C=C(C)C)(C)C	589
CC(C=CC(C)(C)C)C	571
C=CC(CC(C)C)(C)C	577
CC[C@H](CCC(C)C)C	578
CCC[C@H](CC(C)C)C	578
CCC(C1CCCC1)C	637
C=CC(CC(C)(C)C)C	566
CC(C1CCCCC1)C	632
CC(=CC(C(C)C)C)C	573
CC1CCCCCC1C	634
CC=C(C(CC)(C)C)C	600
CCC(=CC(C)(C)C)C	602
CCCC(C(=C)C)(C)C	593
CCC(C1CCC1)CC	612
C=CCC(C(C)C)(C)C	581
CC(C#CC(C)(C)C)C	602
C1CCC2(C1)C=CC=C2	629
C#Cc1ccc(cc1)C	694
C=Cc1cccc(c1)C	666
C=Cc1ccccc1C	666
C=Cc1ccc(cc1)C	672
CCC(=C(CC)C)CC	618
C1CC[C@H]2[C@H](C1)CCC2	652
CCC=C(C=CC=C)C	628
CCC1(CC)CCC=C1	610
CC1CCCCC1(C)C	621
CC1CCC(CC1)(C)C	602
CC1CCC(C(C1)C)C	601
CC(C(C(C)C)(C)C)C	608
CCC1=C(CC)CCC1	614
CCC(C(C)(C)C)(C)C	608
CC(C(C(C)(C)C)C)C	593
CC1CCCC(C1)(C)C	605
CC1CC(C)CC(C1)C	597
CC1C(C)CCCC1C	616
CC(CC(C)(C)C)(C)C	575
CCC(C(C)(C)C)CC	589
CCC(C(C)C)C(C)C	593
CCCCC(=C)C1CC1	612
CC=C(C=CC(C)C)C	596
CC1=C(C)CCCCC1	640
CC1=CCCCCCC1	652
C=CCC1CCCCC1	593
CC#CCC1CCCC1	638
CCC1CCCCC1C	631
CCC1(C)CCCCC1	633
CC(C1CCC=C1)(C)C	603
CCC(=CC(=CC)C)C	585
CCC=C(C=C(C)C)C	587
CC(=C)CCC=C(C)C	592
CC=CC(C(C=C)C)C	574
CC=CCC1CCCC1	615
CC#CC1CCCCC1	646
C#CCC1CCCCC1	635
CC(C1=CCCC1)(C)C	601
CCC(C(C)C)(CC)C	606
CC=CC(CC(=C)C)C	578
CC(CC=CC(=C)C)C	591
CCC1CCC(CC1)C	622
CCC1CCCC(C1)C	619
C=CC(CC=C(C)C)C	581
CC(C=CC=C(C)C)C	587
CC=CC1CCCCC1	641
CCC(C=CC=C)(C)C	597
CCCCC1(CC)CC1	598
CC[C@@H]1CCC[C@@H]1CC	631
C=CC1CCC(=CC1)C	620
CCCC=C(C1CC1)C	622
CC(=CCC=C(C)C)C	609
CCC(=CC=C(C)C)C	613
CC=CC(=C(CC)C)C	613
CC1CC2CCC1CC2	676
CCC1CC2CC1CC2	637
CC12CCCC(C2)CC1	637
CC1CCC2CC1CC2	631
C[C@@H]1CCCCC[C@@H]1C	644
C[C@@H]1[C@@H]2CCC[C@H]1CC2	652
C/C=C/c1ccccc1	676
C/C=C\c1ccccc1	663
CC(CC1CCCC1)C	617
CC12CCC(CC1)CC2	647
C[C@H]1C[C@H]2C[C@@H]1CCC2	643
CC1CC2CCC(C1)C2	634
CC1=CC(C(CC1)C)C	622
CC(C1CCC=CC1)C	639
CC1C(C)CCC=C1C	622
CC(C1CCCC=C1)C	637
CC1=C(C)CCCC1C	627
CC(=C1CCCCC1)C	643
CC1=CCC(C(C1)C)C	611
CC1CCC(=C(C1)C)C	627
CC(C(C(=C)C)(C)C)C	603
CCCC1(C)CCCC1	617
CC1=CCCC(C1)(C)C	617
CCC[C@H]1CC[C@H](C1)C	613
CC(C1=CCCCC1)C	633
CC1=CCC(CC1)(C)C	617
CC1=CC(CCC1)(C)C	600
CC1C=CCCC1(C)C	620
CCC(=C(C(=C)C)C)C	583
C=CC1CCCC(C1)C	624
CC(C1CCC=C1)CC	618
CC1=CCCCC1(C)C	628
CC1CC=CC(C1)(C)C	591
CC(=C)C(C(C)(C)C)C	591
CC[C@@H]1CCC[C@H]1CC	619
CC(=CC(=C(C)C)C)C	607
CC1C=CCC(C1)(C)C	594
CC1CC(C)C=C(C1)C	605
C=CC(CC(=C)C)(C)C	569
