SMILES	tvap
CC#CCC(C)C	375
CCC(C#C)CC	360
CCC(C#CC)C	373
CCC(C=C)CC	357
CC(CC)CC#C	362
CCC(C(C)C)C	363
CCCC(C)(C)C	352
C=CC1CCCC1	372
C#CC1CCCC1	380
CCCC(=C)CC	367
CCC[C@H](CC)C	365
CCC(CC)(C)C	359
CC(CC(C)C)C	354
C=CCC/C=C/C	366
C1CC=CC=CC1	381
C=CCC/C=C\C	366
C1CC2CC1CC2	381
CC(C(C)(C)C)C	354
C/C=C/CC(C)C	361
CC/C=C(\CC)/C	368
CC(CC(=C)C)C	355
C/C=C\C(CC)C	359
C/C=C/C(CC)C	361
CCC(=C(C)C)C	370
CC1CCCC=C1	376
CC1=CCCCC1	383
C=CCC(=CC)C	366
CC#CC(C)(C)C	356
C=C1CCCCC1	377
CCC(C#C)(C)C	346
C=CCC(C=C)C	353
CCC1=CCCC1	379
CCC1CCC=C1	371
CCC(=C)CC=C	363
CCC=CC(=C)C	360
CC=CC=C(C)C	383
CC(C=C(C)C)C	356
C=CC(C(C)C)C	354
CC(=CCC)C=C	373
C=CCCC(=C)C	361
CC=C(C(C)C)C	360
CC/C=C\C(C)C	359
C=CCC(C)(C)C	346
CCC/C(=C\C)/C	370
CC/C=C/C(C)C	361
CCC(C(=C)C)C	357
CC=C1CCCC1	385
CC1CCC=CC1	376
C#CCC(C)(C)C	349
CCC(=CC)C=C	372
CCC1CC=CC1	371
C=CCC=C(C)C	365
CC(=CCC)C#C	366
CCC/C(=C/C)/C	368
CC/C=C(/CC)\C	367
CCC(C=C)(C)C	350
CC=CC(C)(C)C	350
C/C=C\CC(C)C	363
C1CC(C1)C1CC1	378
CC#CC(=CC)C	372
C1=CC=CC=CC1	389
CC/C=C/C=C/C	380
CCC1(CC)CC1	362
C#CC1=CCCC1	396
CC(C1CCC1)C	366
CC[C@@H](C(C)C)C	363
C1CC=CC1C#C	371
C=CC1=CCCC1	388
CC[C@H](C(C)C)C	361
CC1(C)CCCC1	361
CC1CCCC1C	370
CCC(C1CC1)C	364
CC(=C)C(C)(C)C	351
CC1CCC(C1)C	364
CC1CCC(=C1)C	366
C#CC1(CC1)C#C	373
C/C=C/C=C\C=C	389
C/C=C\C=C/C=C	373
C/C=C/C=C/C=C	393
C/C=C\C=C\C=C	373
CC1C=CC(C1)C	353
CC1(C)CCC=C1	351
CC1CC=C(C1)C	366
CC1=CCCC1C	367
CC(=C)C1CCC1	379
C[C@@H]1CCC=CC1	369
C/C=C\C(=C)CC	370
C/C=C(/C(C)C)\C	365
CC[C@@H]1C[C@@H]1CC	367
CC1=C(C)CCC1	378
CCC(=C)C1CC1	372
CC1CC=CC=C1	381
C=C1CCCC=C1	382
CC(=CC(=C)C)C	367
C#CC(C#C)(C)C	391
C[C@@H]1CCCC=C1	386
C=CC(=C(C)C)C	374
C[C@H]1C=CC[C@H]1C	370
CC=C(C1CC1)C	380
CC1=CC=CCC1	371
CC1=CCCC=C1	383
CC1=CCC=CC1	390
CCC1=CCC=C1	378
C/C=C\C(C)(C)C	354
C/C=C(\C(C)C)/C	365
C/C=C/C(C)(C)C	350
C=CC#CC(=C)C	382
CC(=CC=C)CC	382
C=C1CCC=CC1	388
C[C@@H]1CCC[C@@H]1C	373
C[C@@H]1CC[C@@H](C1)C	365
C/C(=C\C=C)/CC	370
C1CC1CC1CC1	376
C[C@@H]1C=C[C@@H](C1)C	363
CCC(=C)C(C)C	359
CC[C@@H]1C[C@H]1CC	360
C=C1CCCC1=C	401
C1=CC2CC1C=C2	364
CCCC1CC1C	374
C=C/C=C(/C=C)\C	372
C[C@H]1C=C[C@@H](C1)C	363
CC1(CC1)C1CC1	367
C[C@@H]1CC[C@H](C1)C	364
C/C=C/C(=C/C)/C	384
C[C@@H]1CCC[C@H]1C	365
CC1C=CCC1C	370
CC[C@@H]1C[C@@H](C1)C	364
CC1(C)CC1(C)C	349
C/C=C(/C(=C)C)\C	383
C/C=C(\C(=C)C)/C	383
C=CC(=C)C(C)C	359
CCC1CC1(C)C	352
CCC(=C)C(=C)C	416
C[C@@H]1CC=CC=C1	381
CC[C@@H]1C[C@H](C1)C	361
C=C1CCCC1C	366
CC1CCC(=C)C1	366
CC(C1(C)CC1)C	355
CC(C1CC1C)C	355
CCC[C@H]1C[C@H]1C	370
CCC[C@@H]1C[C@H]1C	362
CCC1[C@@H]([C@H]1C)C	357
CCC1[C@H]([C@H]1C)C	371
CCCCCCCC	399
CCCCCC=CC	398
CCCCC=CCC	396
CCCCCC#CC	412
CCCCCCC=C	394
CCCC#CCCC	405
CCCCCCC#C	399
CCCC=CCCC	395
C1CCCC=CCC1	412
C1CCCCCCC1	424
CCCC(CC)CC	392
C#CCCCCC#C	433
CC#CCCC#CC	417
CC=CCCC=CC	398
C=CCCCCC=C	390
C=Cc1ccccc1	418
CCC/C=C\CCC	396
CCC/C=C/CCC	395
CCCC/C=C\CC	396
C#Cc1ccccc1	416
CCC=CC=CCC	404
CCCCC#CC=C	406
CCCCC/C=C\C	399
CCCCC/C=C/C	398
CCCC/C=C/CC	396
CCCC(CCC)C	391
CCCCC(CC)C	392
CCCCCC(C)C	391
C1CCCC=CCC1	419
CCCC(C=C)CC	384
CCCCC1CCC1	400
CCC1CCCCC1	405
CCC=C(CC)CC	392
C1CCCC=CCC1	418
CC=CC=CC=CC	412
C=CCCC=CC=C	393
CCCC(C=CC)C	387
CCCCC=C(C)C	396
CCCCCC1CC1	401
C=CCCCC(C)C	386
CCCCCC(=C)C	393
CC(C=C)CCCC	384
CCC=CCC(C)C	387
CC(CCC(C)C)C	382
CCCCC(C)(C)C	380
C1CC2C(C1)CCC2	411
CC(CC)CCC=C	386
CCCC(CC=C)C	386
CCC(CC(C)C)C	383
CC=CCCC(C)C	391
CCCC=CC(C)C	391
C=CC1CCCCC1	400
C#CC1CCCCC1	412
CCC(C(CC)C)C	391
CC1CCCCCC1	407
CCCC1CCCC1	404
CCCCC(=CC)C	395
CC=CCC(CC)C	387
CCCC(=CCC)C	392
CCCC(C(C)C)C	389
CCCC(CC)(C)C	385
CCC1CCC=CC1	410
CCC/C=C/CC=C	392
C1CCC=CC=CC1	414
CCCCC(=C)CC	393
C=C/C=C/C=C/C=C	400
CCCC(=C)CCC	391
CCCC[C@H](CC)C	391
C1CC2CCC(C1)C2	412
CCC#CC(C)(C)C	374
CCC(C=C(C)C)C	383
CCCC(=C(C)C)C	395
CCCC(C(=C)C)C	384
C=CCCC(C)(C)C	376
CCC/C(=C\C)/CC	393
CCC1=CCCCC1	410
CC=C1CCCCC1	410
CC=C(CC(C)C)C	386
CCC=CC(C)(C)C	373
CCC(C(=CC)C)C	389
CC(CCC(=C)C)C	385
C=CC(CC(C)C)C	379
CCC(CC=C)(C)C	380
CC=CC(C(C)C)C	383
CC(CC=C(C)C)C	386
C=CCC(=CC)CC	392
CCC1CCCC=C1	405
CCC(C(C=C)C)C	387
CCC(CC(=C)C)C	384
CC(C=CC(C)C)C	375
CC=CC(CC)(C)C	378
CCCC(C=C)(C)C	378
CCC=C(C(C)C)C	387
C=CCC(C(C)C)C	381
C1CC2C(C1)CCC2	408
C=CC=CC#CC=C	419
C1=CCC=CC=CC1	414
CC(C(C)C)C(C)C	387
C1CC=CC=CC=C1	417
CCC/C=C/C=C/C	405
CCC(C(C)C)(C)C	388
CCC(C(C)(C)C)C	383
CC=CC=CC(C)C	395
CC(C=C)C=CCC	378
C=CCCC=C(C)C	392
CCC(C(C)C)CC	389
CC/C=C\C(CC)C	385
CC1CCC(CC1)C	395
CCC=C(C=CC)C	409
CC1=CCCCCC1	409
C=C1CCCCCC1	408
CCC=CC=C(C)C	409
CCCC1=CCCC1	404
CC=CC=C(CC)C	409
CCC(=C)C(=C)CC	395
CCCC1CCC=C1	399
C=CC1CCC=CC1	403
CC/C=C/CC(C)C	389
CC1CCCCC1C	399
CC1CCCC(C1)C	394
C/C=C\CCC(C)C	386
CC[C@@H](CC(C)C)C	384
C=CCC(CC=C)C	382
C1CC2CCC1C=C2	419
CC=CCC(C=C)C	384
CCCC=CC(=C)C	401
CCC/C=C/C(C)C	387
C=CC1CCCC=C1	402
C=CC1=CCCCC1	416
CCC(CC)(CC)C	391
CC1(C)CCCCC1	393
C[C@@H](CC)CCC=C	387
CCC(C1CCC1)C	396
C=C[C@H]1CC[C@@H]1C=C	385
C1CC2C(C1)CCC2	408
CC[C@H]([C@@H](CC)C)C	388
CC(=CC(C)(C)C)C	378
CC=C(C(C)(C)C)C	385
CC(C(C)(C)C)(C)C	379
CCCC(C1CC1)C	391
CC(C(C(=C)C)C)C	381
CC(C(=C(C)C)C)C	389
C=CC(C(C)C)(C)C	378
C=CC(C(C)(C)C)C	382
CC(=C)CC(C)(C)C	375
CC(C1CCCC1)C	400
CCC(C(=C)C)(C)C	381
C=CCC(C=C)(C)C	375
CC(=CC=C(C)C)C	408
CC(=CCC(=C)C)C	390
CC1CC=CC(C1)C	398
CC1(C)CCCC=C1	378
CC=C(C=C(C)C)C	389
C1=CC=CC=CC=C1	414
CCC(=C(C)C)CC	390
CC/C(=C(/CC)\C)/C	388
CC/C(=C\C(C)C)/C	382
C/C=C\C(C(C)C)C	382
CCC(C(C)C)C=C	381
C/C=C\C(CC)(C)C	378
CCC(=CC)C(C)C	387
C=CC=CC(=CC)C	414
CCC1=CC=CCC1	394
CCC1=CCC=CC1	386
CCC1=CCCC=C1	403
CC[C@H]([C@H](CC)C)C	388
CC1=C(C)CCCC1	410
CC1CCC=C(C1)C	401
CC(=C)CCC(=C)C	387
CCC(C#C)(CC)C	374
CC1=CCCCC1C	404
C=CC(C(C=C)C)C	375
C/C=C/CC(C)(C)C	377
CC/C(=C(\CC)/C)/C	392
CC/C(=C/C(C)C)/C	380
CCC(/C(=C\C)/C)C	389
CC=C(C(=CC)C)C	388
C[C@@H]1CC=CC[C@@H]1C	401
CC1CCCC(=C1)C	399
C=CC=CC(C)(C)C	380
CC1(C)CCC=CC1	391
CC1C=CCCC1C	398
CC1CCC(=CC1)C	401
CC(/C=C/C(C)C)C	376
CC(/C=C\C(C)C)C	373
CCC(C(=C)C)CC	382
CC/C=C\C(C)(C)C	379
C/C=C\CC(C)(C)C	380
C/C=C/C(CC)(C)C	380
C1CC=CCCC=C1	421
CC1C(C)CCC1C	388
C[C@@H]1CCCC[C@@H]1C	403
CC1CC(C(C1)C)C	382
C1CC=CCCC=C1	422
C1CCC=CC=CC1	419
C[C@@H]1CC[C@@H](CC1)C	397
CC1CCCC1(C)C	387
CC1CCC(C1)(C)C	378
C1CCC=CC=CC1	415
C[C@@H]1CCC[C@@H](C1)C	398
C1CC=CCC=CC1	416
C=CCC1CCCC1	400
C=C1CCCCC1=C	401
CCCC(=C)C1CC1	397
CCC(=CC)C1CC1	411
C=CCC(/C=C/C)C	384
CCC1(C)CCCC1	395
CCC1CCC(C1)C	394
CCCCC1CC1C	395
CCCC1CC1CC	391
C=C1CCC(=C)CC1	402
CCCC1=CC=CC1	409
CCC=C(C1CC1)C	402
CC#CC1CCCC1	410
CCC(=C)CC(C)C	383
C#CCC1CCCC1	405
CCC(=C)C(CC)C	386
CCCC(=C)C(C)C	381
CCC1CCCC1C	396
C1=CC2CC(C1)C=C2	411
C[C@@H]1CC[C@H](CC1)C	392
CC1C2CCC1CC2	403
CC1CC2CC1CC2	397
C[C@@H]1CCCC[C@H]1C	397
C[C@@H]1CCC[C@H](C1)C	393
C=C/C=C/C=C/C=C	400
CC(=C)C=CC(=C)C	398
C=C/C=C\C=C/C=C	400
CC12CCC(C2)CC1	392
CC1CC(=C(C1)C)C	392
CC1=CCCC1(C)C	383
CC(C1=CCCC1)C	397
CC1=CCC(C1)(C)C	377
CC1CCC(=C1C)C	395
CC1C=CC(C1)(C)C	368
CC(C1CCC=C1)C	394
CC(=C1CCCC1)C	409
C/C=C(\C(C)(C)C)/C	385
CC1CC=C(C1C)C	385
CC1(C)C=CCC=C1	385
CCC1=C(C)CCC1	396
CC1CC=CC(=C1)C	408
CC1=CC(=CCC1)C	410
CC1=CCCC=C1C	409
CC1C=CC=CC1C	403
CC1C=CC=CC=C1	406
C[C@@H]1CCC[C@H](C1)C	397
CC/C(=C/C)/C(C)C	389
CC/C(=C\C)/C(C)C	387
CC1=CCC=CC=C1	427
C=C/C=C/C(C)(C)C	379
CCC(=C)C(=CC)C	409
CC1CC=C(C=C1)C	408
CC1=CC=C(CC1)C	384
CCC(=C)C=C(C)C	385
CC1=CC=CC=CC1	427
C/C=C\1/CCCC=C1	413
CC1(C)CC=CC=C1	399
CC1C=CC=C(C1)C	408
CCC(C=C)(C=C)C	374
C/C=C/1\CCCC=C1	413
CC1=CC=CCC=C1	427
CC1=CC2CC1CC2	391
C=C1C2CCC1CC2	393
CC(C1CC1)C(C)C	389
CC1CC2CC1C=C2	397
CC[C@@H]1CCC[C@@H]1C	401
CCC1(CC)CC1C	381
CCC[C@@H]1C[C@@H](C1)C	392
CCC(=C)C(C)(C)C	385
CCCC1CC1(C)C	379
C=CC(C=C)(C=C)C	369
CC(C(=C)C(C)C)C	380
CC1CCCC(=C)C1	397
CC1CCC(=C)CC1	397
CC=C1CCCC1C	392
CC1CCCCC1=C	399
CC=CC1=CCCC1	428
CC(=C)/C=C/C(=C)C	395
C/C=C(/C(=C/C)/C)\C	408
C/C=C(\C(=C\C)\C)/C	387
CCC[C@@H]1C[C@H](C1)C	389
CC[C@@H]1CCC[C@H]1C	394
C/C=C/C=C/C=C/C	401
C/C=C(\C(=C/C)\C)/C	376
C=C1CC2CC1CC2	389
C=C1C=CC=CC=C1	394
CC1=C(C)CC=C1C	409
CC1[C@@H](C)CC[C@@H]1C	391
CC1C[C@H]([C@@H](C1)C)C	383
C[C@@H]1[C@@H](C)CC[C@H]1C	383
C[C@@H]1CCC(=C1C)C	382
CC(C(=C)C1CC1)C	390
C[C@@H]1[C@H](C)CC[C@@H]1C	396
CCC1(C)CC1(C)C	360
C=C1CCCC=C1C	409
CC[C@@H]1CC[C@H](C1)C	394
CC(C(=C)C(=C)C)C	382
CCC(=C)/C(=C/C)/C	381
CCC1=CCC(=C1)C	408
CC[C@H]1CC[C@H](C1)C	394
C=C(C1CC1)C1CC1	385
C=CC(=C)C(C)(C)C	375
CC1=CC(=C)CCC1	409
C[C@@H]1C[C@@H](C(=C1)C)C	384
C[C@@H]1C[C@H](C(=C1)C)C	383
CC(CC1CC1C)C	375
C[C@@H]1C[C@H]2C[C@@H]1CC2	397
C[C@H]1C[C@H]2C[C@@H]1CC2	397
CC(=C1C=CC=C1)C	425
CCCC=C(CC)C	394
CC(C1CC1(C)C)C	412
CC1CC=C(C1=C)C	396
C[C@@H]1C[C@@H]([C@@H](C1)C)C	390
C[C@@H]1C[C@H]([C@H](C1)C)C	390
CCCCCCCCC	424
CCCC1CCCCC1	430
c1ccc2c(c1)C=CC2	456
CCCCCCC#CC	434
CCCCCCCC=C	420
CCCCCC#CCC	430
CCCCC#CCCC	429
CCCCCCCC#C	424
C1CCCCCCCC1	452
C1CCCC=CCCC1	446
C1CCCC#CCCC1	452
CCCc1ccccc1	432
CCCC/C=C\CCC	420
CCCC/C=C/CCC	421
CC#CCCCC#CC	453
CCCC(CCC)CC	414
CCCCC/C=C\CC	421
CCCCCC/C=C\C	424
CCCCC/C=C/CC	421
CCCCCC/C=C/C	423
CCCCC=CCC=C	417
CCCCC(CC)CC	416
C#CCCCCCC#C	435
C=CCCCCCC=C	414
CCCCC=CC=CC	422
CCCCCC(CC)C	417
CCCCC(CCC)C	415
CCCCCCC(C)C	416
CCC1CC2CC1C=C2	421
C1CCC2(C1)CCCC2	430
C1CCCC=CCCC1	440
C1CCCC=CCCC1	443
CCCCC=CC(C)C	410
CCCCCC(C=C)C	411
CC=CCCCC(C)C	416
CC1CCCCCCC1	436
CCCC=CCC(C)C	412
CCCCCCC(=C)C	418
CCCCC(C=CC)C	411
CCCCC1CCCC1	429
CCCCCC1CCC1	424
CCCCCC=C(C)C	418
C=CCCCCC(C)C	412
CCCC=C(CCC)C	411
CCC#CCCC(C)C	425
CCCCC#CC(C)C	417
CCCC=C(CC)CC	414
CCCCCC(=CC)C	418
CCC1CCCCCC1	438
C1CC1c1ccccc1	447
CCC(CC)(CC)CC	419
CCCCC(CC)(C)C	410
CCCC[C@@H](CCC)C	414
CCC(CC(CC)C)C	409
CCCCC(=C)CCC	416
CCCC[C@H](CCC)C	420
C1CCC2C(C1)CCC2	437
CC(CCCC(C)C)C	408
CCCCCC(C)(C)C	406
CCCCC(C(C)C)C	414
CCCC(=CC)CCC	413
CCC(CCC(C)C)C	408
CCCC(C(CC)C)C	414
CCCC(CC(C)C)C	406
CCCC(CCC)(C)C	408
CCCCC[C@H](CC)C	417
CC(c1ccccc1)C	426
C1CC2CCC(C1)CC2	441
C1CC2CCCC(C1)C2	442
C1Cc2c(C1)cccc2	451
CCCC(C(C)(C)C)C	407
CCC(C(CC)(C)C)C	412
CC(CC(C(C)C)C)C	404
CCC(CC(C)(C)C)C	400
CCC(CC(C)C)(C)C	404
CCCC(C(C)C)(C)C	410
CC(CCC(C)(C)C)C	397
CCC(C(C(C)C)C)C	412
C=CCCCC(C)(C)C	400
Cc1c(C)cccc1C	449
C=CCC(CC=C)CC	408
CCCCC(=C(C)C)C	418
CC(CC=CC(C)C)C	401
CCCCC1CCC=C1	425
C=C1CCCCCCC1	428
C=CCCCC=C(C)C	417
C1CCC(CC1)C1CC1	432
CC/C=C/CCC(C)C	415
CCC=C(CC(C)C)C	405
CCCC=CC(=CC)C	427
CC(CCC=C(C)C)C	412
CC(C1CCCC1)(C)C	418
CCCCCC(=C)C=C	418
CC(CCCC(=C)C)C	411
CC=CC(C(CC)C)C	409
CC=CC(CC(C)C)C	403
CCCC(CC)(CC)C	413
CCC(C(CC)C)CC	413
CCC(CC(C)C)CC	407
CCCC(C(C)C)CC	411
CC=CC=CCC(C)C	422
CCCCC1=CCCC1	430
CC(CC#CC(C)C)C	406
C/C=C\CCC/C=C\C	424
C/C=C/CCC/C=C/C	424
CCCCC(=C)CC=C	409
CC1(C)C(C1(C)C)(C)C	398
CC(C(C=C)C)CCC	402
C=CCC(CC(C)C)C	400
CCCC(CC=C)(C)C	402
CCC(=CCC(C)C)C	405
Cc1cc(C)cc(c1)C	438
Cc1ccc(c(c1)C)C	443
CC=CCC(C=CC)C	414
CCCC1CCCC=C1	433
CCCCC(C=C)(C)C	402
CCC#CC(CC)(C)C	407
CCCC1=CCCCC1	428
C=CC(CCC(C)C)C	402
CC(=C)c1ccccc1	439
CC=Cc1ccccc1	451
CCc1ccc(cc1)C	435
CC#Cc1ccccc1	460
C=CCc1ccccc1	431
C#CCc1ccccc1	454
C1CC2CCC=C(C1)C2	444
C1CC[C@H]2[C@@H](C1)CCC2	441
CCc1ccccc1C	438
CCc1cccc(c1)C	434
C1CC2CCC(C1)C=C2	441
C1CC2CC=CC(C1)C2	441
CCC1(CC)CCCC1	424
CCC1CCC(C1)CC	414
C1=CCC2CC(C1)CC2	435
C=CCC(C(C)(C)C)C	405
CCCCC(C1CC1)C	416
CC=CC(C(C)(C)C)C	402
CC=C(CC(C)(C)C)C	434
CC(CC(=C(C)C)C)C	408
CCC(C=C(C)C)(C)C	405
CC(C=CC(C)(C)C)C	395
C=CC(CC(C)C)(C)C	395
CC[C@H](CCC(C)C)C	406
CCC[C@H](CC(C)C)C	406
CCC(C1CCCC1)C	428
C=CC(CC(C)(C)C)C	395
CC(C1CCCCC1)C	428
CC(=CC(C(C)C)C)C	402
CC1CCCCCC1C	426
CC=C(C(CC)(C)C)C	410
CCC(=CC(C)(C)C)C	397
CCCC(C(=C)C)(C)C	405
CCC(C1CCC1)CC	422
C=CCC(C(C)C)(C)C	396
CC(C#CC(C)(C)C)C	418
C1CCC2(C1)C=CC=C2	432
C#Cc1ccc(cc1)C	475
C=Cc1cccc(c1)C	444
C=Cc1ccccc1C	443
C=Cc1ccc(cc1)C	445
CCC(=C(CC)C)CC	424
C1CC[C@H]2[C@H](C1)CCC2	434
CCC=C(C=CC=C)C	445
CCC1(CC)CCC=C1	418
CC1CCCCC1(C)C	419
CC1CCC(CC1)(C)C	408
CC1CCC(C(C1)C)C	415
CC(C(C(C)C)(C)C)C	415
CCC1=C(CC)CCC1	423
CCC(C(C)(C)C)(C)C	413
CC(C(C(C)(C)C)C)C	406
CC1CCCC(C1)(C)C	410
CC1CC(C)CC(C1)C	411
CC1C(C)CCCC1C	424
CC(CC(C)(C)C)(C)C	395
CCC(C(C)(C)C)CC	407
CCC(C(C)C)C(C)C	410
CCCCC(=C)C1CC1	422
CC=C(C=CC(C)C)C	418
CC1=C(C)CCCCC1	432
CC1=CCCCCCC1	434
C=CCC1CCCCC1	414
CC#CCC1CCCC1	433
CCC1CCCCC1C	427
CCC1(C)CCCCC1	425
CC(C1CCC=C1)(C)C	412
CCC(=CC(=CC)C)C	411
CCC=C(C=C(C)C)C	412
CC(=C)CCC=C(C)C	416
CC=CC(C(C=C)C)C	403
CC=CCC1CCCC1	427
CC#CC1CCCCC1	439
C#CCC1CCCCC1	428
CC(C1=CCCC1)(C)C	415
CCC(C(C)C)(CC)C	415
CC=CC(CC(=C)C)C	406
CC(CC=CC(=C)C)C	435
CCC1CCC(CC1)C	423
CCC1CCCC(C1)C	422
C=CC(CC=C(C)C)C	408
CC(C=CC=C(C)C)C	412
CC=CC1CCCCC1	443
CCC(C=CC=C)(C)C	408
CCCCC1(CC)CC1	414
CC[C@@H]1CCC[C@@H]1CC	420
C=CC1CCC(=CC1)C	423
CCCC=C(C1CC1)C	426
CC(=CCC=C(C)C)C	417
CCC(=CC=C(C)C)C	430
CC=CC(=C(CC)C)C	430
CC1CC2CCC1CC2	435
CCC1CC2CC1CC2	424
CC12CCCC(C2)CC1	422
CC1CCC2CC1CC2	424
C[C@@H]1CCCCC[C@@H]1C	434
C[C@@H]1[C@@H]2CCC[C@H]1CC2	434
C/C=C/c1ccccc1	452
C/C=C\c1ccccc1	442
CC(CC1CCCC1)C	421
CC12CCC(CC1)CC2	429
C[C@H]1C[C@H]2C[C@@H]1CCC2	428
CC1CC2CCC(C1)C2	422
CC1=CC(C(CC1)C)C	416
CC(C1CCC=CC1)C	427
CC1C(C)CCC=C1C	458
CC(C1CCCC=C1)C	428
CC1=C(C)CCCC1C	425
CC(=C1CCCCC1)C	434
CC1=CCC(C(C1)C)C	418
CC1CCC(=C(C1)C)C	413
CC(C(C(=C)C)(C)C)C	407
CCCC1(C)CCCC1	418
CC1=CCCC(C1)(C)C	410
CCC[C@H]1CC[C@H](C1)C	421
CC(C1=CCCCC1)C	426
CC1=CCC(CC1)(C)C	410
CC1=CC(CCC1)(C)C	410
CC1C=CCCC1(C)C	408
CCC(=C(C(=C)C)C)C	408
C=CC1CCCC(C1)C	420
CC(C1CCC=C1)CC	423
CC1=CCCCC1(C)C	420
CC1CC=CC(C1)(C)C	404
CC(=C)C(C(C)(C)C)C	401
CC[C@@H]1CCC[C@H]1CC	422
CC(=CC(=C(C)C)C)C	417
CC1C=CCC(C1)(C)C	407
CC1CC(C)C=C(C1)C	415
C=CC(CC(=C)C)(C)C	399
C=CC1CCC(CC1)C	429
CCCC(=C)CC(C)C	406
CCC(=C)CCC(C)C	413
CC[C@@H]([C@@H](C(C)C)C)C	408
